epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,947.684,0.68749,0.54207,1.09879,0.9645,0.95214,0.97973,0.87747,0.54323,0.29471,0.94642,0.000147257,0.000147257,0.000147257
182,1050.62,0.68604,0.53726,1.10065,0.96443,0.9521,0.97986,0.87756,0.54339,0.29503,0.9465,0.000146409,0.000146409,0.000146409
183,1146.35,0.71129,0.56784,1.11886,0.96443,0.95211,0.97986,0.87736,0.54343,0.29502,0.94654,0.00014556,0.00014556,0.00014556
184,1241.34,0.69075,0.55233,1.10514,0.96433,0.95222,0.97989,0.87762,0.54361,0.29534,0.94656,0.000144711,0.000144711,0.000144711
185,1337.01,0.68525,0.54142,1.09688,0.96425,0.95222,0.97991,0.87782,0.54355,0.29522,0.94662,0.000143863,0.000143863,0.000143863
186,1432.45,0.69,0.55521,1.09348,0.96417,0.95218,0.97982,0.87843,0.54356,0.29525,0.9466,0.000143014,0.000143014,0.000143014
187,1529.22,0.67964,0.5305,1.09649,0.96427,0.95213,0.97981,0.87857,0.54348,0.29524,0.94659,0.000142166,0.000142166,0.000142166
188,1625.15,0.68173,0.54877,1.09895,0.9641,0.95223,0.97981,0.87872,0.54339,0.29489,0.94648,0.000141317,0.000141317,0.000141317
189,1720.71,0.67987,0.5358,1.09001,0.96373,0.95102,0.97966,0.87832,0.54329,0.29496,0.94648,0.000140469,0.000140469,0.000140469
190,1815.49,0.68133,0.53743,1.0981,0.96374,0.95102,0.97974,0.87853,0.54321,0.2951,0.94648,0.00013962,0.00013962,0.00013962
191,1910.04,0.67304,0.53776,1.08936,0.9633,0.9513,0.97965,0.87849,0.54306,0.29488,0.94628,0.000138771,0.000138771,0.000138771
192,2005.24,0.66315,0.52247,1.08183,0.9629,0.95122,0.97964,0.87824,0.5431,0.29453,0.94632,0.000137923,0.000137923,0.000137923
193,2099.7,0.67384,0.53508,1.08898,0.96297,0.9511,0.97967,0.87858,0.54311,0.29459,0.94631,0.000137074,0.000137074,0.000137074
194,2193.22,0.67686,0.54409,1.08602,0.96377,0.95173,0.97976,0.87832,0.54327,0.29441,0.94627,0.000136226,0.000136226,0.000136226
195,2286.86,0.66154,0.51519,1.08228,0.96385,0.95179,0.97986,0.87804,0.54355,0.29432,0.94649,0.000135377,0.000135377,0.000135377
196,2380.29,0.66902,0.53433,1.08622,0.96365,0.95179,0.97985,0.87801,0.54348,0.29451,0.94648,0.000134529,0.000134529,0.000134529
197,2473.66,0.66842,0.53021,1.08905,0.96376,0.95298,0.97995,0.8777,0.54338,0.29409,0.94631,0.00013368,0.00013368,0.00013368
198,2568.8,0.67231,0.54575,1.08682,0.96389,0.95285,0.98003,0.87838,0.54335,0.29339,0.94637,0.000132831,0.000132831,0.000132831
199,2663.42,0.66349,0.53012,1.08933,0.96403,0.95268,0.98014,0.87869,0.54349,0.29293,0.94636,0.000131983,0.000131983,0.000131983
200,2758.87,0.66736,0.52352,1.08953,0.96364,0.95148,0.98003,0.87864,0.5435,0.29256,0.94637,0.000131134,0.000131134,0.000131134
201,2853.57,0.65971,0.54071,1.08587,0.96422,0.95263,0.98013,0.87841,0.54347,0.29227,0.94644,0.000130286,0.000130286,0.000130286
202,2948.58,0.66828,0.52509,1.08541,0.96365,0.95152,0.98005,0.87774,0.54348,0.29206,0.94641,0.000129437,0.000129437,0.000129437
203,3043.34,0.66699,0.5251,1.07939,0.96418,0.95265,0.98016,0.87792,0.54347,0.29196,0.94642,0.000128589,0.000128589,0.000128589
204,3138.56,0.65889,0.53526,1.08448,0.96429,0.9526,0.98016,0.87804,0.54336,0.29224,0.94633,0.00012774,0.00012774,0.00012774
205,3233.64,0.66789,0.52967,1.08014,0.96406,0.95273,0.98017,0.87772,0.54336,0.29232,0.94623,0.000126891,0.000126891,0.000126891
206,3328.49,0.6661,0.52661,1.08619,0.96379,0.95101,0.97997,0.87745,0.54335,0.29187,0.94616,0.000126043,0.000126043,0.000126043
207,3423.4,0.66575,0.53217,1.08453,0.96373,0.9499,0.97973,0.8774,0.54324,0.29179,0.94609,0.000125194,0.000125194,0.000125194
208,3518.13,0.65442,0.52685,1.08304,0.96425,0.94999,0.97975,0.87739,0.54316,0.29145,0.94603,0.000124346,0.000124346,0.000124346
209,3613.3,0.6551,0.5303,1.09196,0.96422,0.94996,0.97983,0.87749,0.54322,0.29141,0.94599,0.000123497,0.000123497,0.000123497
210,3707.95,0.64215,0.50601,1.07201,0.96477,0.95112,0.97989,0.87771,0.54324,0.29116,0.94587,0.000122649,0.000122649,0.000122649
211,3802.83,0.65895,0.5115,1.08132,0.96428,0.94974,0.97978,0.87752,0.54323,0.29128,0.94588,0.0001218,0.0001218,0.0001218
212,3897.99,0.64715,0.50432,1.07527,0.96488,0.95097,0.97994,0.87751,0.54321,0.29148,0.94579,0.000120951,0.000120951,0.000120951
213,3992.59,0.6588,0.51307,1.07599,0.96479,0.951,0.98012,0.87789,0.54325,0.29134,0.94569,0.000120103,0.000120103,0.000120103
214,4087.95,0.66177,0.53223,1.07883,0.96397,0.95239,0.98017,0.87773,0.54314,0.29159,0.94558,0.000119254,0.000119254,0.000119254
