epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
166,4784.57,0.86517,0.73885,1.18333,0.95593,0.94595,0.97567,0.84995,0.59975,0.34496,0.92234,0.004555,0.004555,0.004555
167,4948.94,0.86726,0.73159,1.18625,0.9557,0.94427,0.97572,0.84949,0.59974,0.34519,0.92231,0.004522,0.004522,0.004522
168,5113.57,0.8671,0.73335,1.18742,0.95697,0.94464,0.97567,0.85031,0.59943,0.34466,0.92204,0.004489,0.004489,0.004489
169,5278.48,0.85418,0.7161,1.17434,0.95722,0.94477,0.97621,0.8507,0.59937,0.34427,0.92195,0.004456,0.004456,0.004456
170,5446.28,0.87292,0.73438,1.18734,0.95968,0.94247,0.97571,0.85117,0.59898,0.34414,0.92158,0.004423,0.004423,0.004423
171,5612.19,0.86402,0.74163,1.18718,0.95999,0.9437,0.97579,0.85099,0.5984,0.34411,0.92124,0.00439,0.00439,0.00439
172,5780.36,0.85516,0.72636,1.18323,0.95957,0.94268,0.97573,0.85084,0.59837,0.34378,0.92119,0.004357,0.004357,0.004357
173,168.246,0.79001,0.63961,1.14399,0.95918,0.94238,0.97577,0.85066,0.59813,0.34359,0.92115,0.004324,0.004324,0.004324
174,335.191,0.8223,0.67375,1.16119,0.95891,0.94386,0.97565,0.85074,0.59843,0.34388,0.92114,0.004291,0.004291,0.004291
175,500.903,0.83028,0.6924,1.16578,0.95844,0.94432,0.97563,0.85068,0.59834,0.34315,0.92108,0.004258,0.004258,0.004258
176,666.618,0.82963,0.68674,1.16903,0.95958,0.94426,0.97575,0.85059,0.59768,0.34314,0.92099,0.004225,0.004225,0.004225
177,833.331,0.83333,0.69445,1.16703,0.95881,0.94527,0.9758,0.85077,0.59738,0.34331,0.92098,0.004192,0.004192,0.004192
178,1000.05,0.83256,0.68471,1.1655,0.95796,0.94601,0.97661,0.85093,0.59591,0.34336,0.91985,0.004159,0.004159,0.004159
179,1166.58,0.83976,0.70329,1.17274,0.95862,0.94304,0.97648,0.85093,0.59578,0.34336,0.91987,0.004126,0.004126,0.004126
180,1333.3,0.84314,0.71171,1.17798,0.95766,0.94506,0.97659,0.85171,0.5955,0.34332,0.91981,0.004093,0.004093,0.004093
181,1506.55,0.83621,0.68972,1.16803,0.9562,0.944,0.97642,0.85158,0.59553,0.34325,0.91977,0.00406,0.00406,0.00406
182,1674.04,0.84195,0.70126,1.17053,0.95616,0.9451,0.97641,0.85122,0.59575,0.34287,0.91983,0.004027,0.004027,0.004027
183,1841.04,0.83951,0.70774,1.17529,0.95612,0.94469,0.97643,0.85138,0.59581,0.34317,0.9199,0.003994,0.003994,0.003994
184,2009.16,0.838,0.69895,1.16906,0.95692,0.94453,0.97657,0.85146,0.59576,0.34311,0.9199,0.003961,0.003961,0.003961
185,2177.22,0.84097,0.71017,1.17303,0.95671,0.94485,0.9765,0.85149,0.59542,0.34295,0.9198,0.003928,0.003928,0.003928
