epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,3605.24,0.78394,0.64592,1.17098,0.84849,0.88195,0.91267,0.78323,0.61038,0.55237,1.01021,0.000105448,0.000105448,0.000105448
30,3727.92,0.77802,0.63187,1.16136,0.88451,0.8979,0.93194,0.79647,0.62004,0.50172,1.01747,0.000102214,0.000102214,0.000102214
31,3851.04,0.76733,0.623,1.15232,0.89796,0.88277,0.92314,0.79149,0.6091,0.50682,1.01101,9.898e-05,9.898e-05,9.898e-05
32,3974.71,0.76785,0.62289,1.15917,0.8578,0.91149,0.92677,0.79699,0.61277,0.52135,1.00645,9.5746e-05,9.5746e-05,9.5746e-05
33,4097.94,0.74209,0.59836,1.13939,0.89807,0.89864,0.93479,0.80738,0.59365,0.49846,1.00067,9.2512e-05,9.2512e-05,9.2512e-05
34,4220.49,0.74224,0.57767,1.14383,0.89924,0.89531,0.93954,0.81189,0.58611,0.48041,0.99703,8.9278e-05,8.9278e-05,8.9278e-05
35,4343.54,0.73675,0.57212,1.13626,0.8724,0.90984,0.92317,0.79721,0.58119,0.51356,0.98309,8.6044e-05,8.6044e-05,8.6044e-05
36,4466.46,0.72624,0.56202,1.13954,0.90806,0.88483,0.93637,0.81661,0.58386,0.46263,1.00331,8.281e-05,8.281e-05,8.281e-05
37,4590.01,0.70511,0.55831,1.11228,0.90652,0.88588,0.93227,0.81073,0.5834,0.48476,0.98995,7.9576e-05,7.9576e-05,7.9576e-05
38,4712.76,0.69661,0.53694,1.10244,0.90624,0.89823,0.93664,0.81802,0.57226,0.46544,0.98072,7.6342e-05,7.6342e-05,7.6342e-05
39,4837.89,0.69395,0.5349,1.10021,0.89949,0.90924,0.93398,0.81441,0.59224,0.45172,0.99217,7.3108e-05,7.3108e-05,7.3108e-05
40,4960.57,0.68016,0.52754,1.09509,0.90936,0.89273,0.93608,0.81624,0.58866,0.4587,1.00082,6.9874e-05,6.9874e-05,6.9874e-05
41,5083.43,0.66741,0.5126,1.09019,0.89231,0.89685,0.92942,0.80634,0.5893,0.46578,0.99724,6.664e-05,6.664e-05,6.664e-05
42,5206.17,0.66349,0.50348,1.08911,0.90441,0.88889,0.92815,0.81031,0.57919,0.46994,0.98579,6.3406e-05,6.3406e-05,6.3406e-05
43,5328.8,0.64943,0.50126,1.07494,0.88176,0.91465,0.93307,0.81172,0.58454,0.48253,0.99045,6.0172e-05,6.0172e-05,6.0172e-05
44,5451.93,0.66202,0.505,1.08188,0.90725,0.88948,0.93376,0.81298,0.58529,0.4766,0.98292,5.6938e-05,5.6938e-05,5.6938e-05
45,5576.53,0.64611,0.47723,1.07746,0.91672,0.90453,0.93617,0.81406,0.57892,0.44688,0.97661,5.3704e-05,5.3704e-05,5.3704e-05
46,5700.02,0.62227,0.46326,1.06306,0.88712,0.90375,0.94266,0.82341,0.58338,0.4552,0.99273,5.047e-05,5.047e-05,5.047e-05
47,5823.13,0.62763,0.47347,1.06908,0.89733,0.90764,0.93614,0.80879,0.58723,0.44527,1.00072,4.7236e-05,4.7236e-05,4.7236e-05
48,5945.9,0.60592,0.46321,1.05282,0.92209,0.89975,0.94381,0.82091,0.57817,0.4309,0.99024,4.4002e-05,4.4002e-05,4.4002e-05
49,6068.9,0.61257,0.46007,1.05507,0.90074,0.92089,0.94062,0.82008,0.57541,0.44501,0.99028,4.0768e-05,4.0768e-05,4.0768e-05
50,6191.8,0.59892,0.44535,1.05192,0.92142,0.89131,0.94211,0.82396,0.57753,0.44089,0.9961,3.7534e-05,3.7534e-05,3.7534e-05
51,6315.25,0.52958,0.28577,1.01909,0.91621,0.89922,0.9414,0.81639,0.58565,0.44736,0.99728,3.43e-05,3.43e-05,3.43e-05
52,6436.73,0.48653,0.26225,0.97773,0.91891,0.89803,0.93685,0.81736,0.5833,0.45479,0.99303,3.1066e-05,3.1066e-05,3.1066e-05
53,6558.26,0.4819,0.2644,0.96915,0.91708,0.89893,0.9328,0.81476,0.57605,0.44365,0.98718,2.7832e-05,2.7832e-05,2.7832e-05
54,6680.21,0.48403,0.2649,0.97746,0.91847,0.89556,0.93475,0.81124,0.60061,0.45042,1.01286,2.4598e-05,2.4598e-05,2.4598e-05
55,6801.88,0.4585,0.26396,0.96312,0.91355,0.8995,0.94134,0.81934,0.58402,0.44791,1.00022,2.1364e-05,2.1364e-05,2.1364e-05
56,6923.71,0.45764,0.24358,0.9504,0.90433,0.91232,0.94298,0.8276,0.56966,0.44351,0.99359,1.813e-05,1.813e-05,1.813e-05
57,7046.12,0.44424,0.23938,0.95171,0.90388,0.90435,0.9428,0.83035,0.5754,0.441,0.99591,1.4896e-05,1.4896e-05,1.4896e-05
58,7168.55,0.43439,0.23314,0.93937,0.9112,0.89999,0.94194,0.82518,0.57979,0.44491,0.99792,1.1662e-05,1.1662e-05,1.1662e-05
59,7289.93,0.43346,0.24086,0.94775,0.90223,0.90837,0.94283,0.82792,0.57599,0.44712,0.99522,8.428e-06,8.428e-06,8.428e-06
60,7411.86,0.4326,0.22894,0.95032,0.90727,0.90403,0.94131,0.82628,0.57404,0.4412,0.99557,5.194e-06,5.194e-06,5.194e-06
