epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,1043.51,1.1058,1.31193,1.41693,0.77793,0.80147,0.87688,0.68588,0.83351,0.89693,1.20243,0.00017756,0.00017756,0.00017756
19,1101.38,1.11538,1.31306,1.4264,0.78371,0.82682,0.86665,0.64796,0.98804,0.86092,1.23191,0.00017624,0.00017624,0.00017624
20,1158.48,1.08516,1.21947,1.40496,0.78717,0.80062,0.8767,0.69566,0.84147,0.82329,1.13418,0.00017492,0.00017492,0.00017492
21,1215.63,1.06806,1.20786,1.38182,0.84404,0.79325,0.89103,0.70311,0.84265,0.79303,1.16286,0.0001736,0.0001736,0.0001736
22,1272.91,1.05776,1.19077,1.37978,0.79363,0.83401,0.87648,0.69143,0.84928,0.80085,1.16252,0.00017228,0.00017228,0.00017228
23,1329.71,1.04555,1.18398,1.37367,0.8366,0.82624,0.89501,0.69811,0.90435,0.75719,1.16293,0.00017096,0.00017096,0.00017096
24,1387.18,1.05091,1.15245,1.38,0.80159,0.82846,0.89454,0.71897,0.81541,0.77063,1.14817,0.00016964,0.00016964,0.00016964
25,1444.69,1.04129,1.12163,1.36611,0.82404,0.83685,0.89624,0.71776,0.8011,0.74524,1.13716,0.00016832,0.00016832,0.00016832
26,1502.09,1.05607,1.14447,1.37641,0.83899,0.86456,0.91067,0.70688,0.89375,0.70573,1.17954,0.000167,0.000167,0.000167
27,1558.79,1.03807,1.1239,1.37192,0.85177,0.84983,0.91177,0.70539,0.91808,0.70672,1.19873,0.00016568,0.00016568,0.00016568
28,1616.06,1.03673,1.09403,1.37227,0.84502,0.85028,0.91606,0.73073,0.83817,0.69281,1.13549,0.00016436,0.00016436,0.00016436
29,1673.53,1.02587,1.08097,1.36213,0.85298,0.84445,0.91526,0.71248,0.91379,0.70986,1.19456,0.00016304,0.00016304,0.00016304
30,1730.93,1.00864,1.06535,1.35781,0.85099,0.84738,0.90702,0.70955,0.88616,0.70271,1.20701,0.00016172,0.00016172,0.00016172
31,1788.92,1.02108,1.06772,1.35263,0.88098,0.85197,0.9245,0.74117,0.81383,0.66068,1.14835,0.0001604,0.0001604,0.0001604
32,1846.4,1.01524,1.06272,1.36045,0.84732,0.88892,0.92109,0.75354,0.75707,0.66979,1.10788,0.00015908,0.00015908,0.00015908
33,1903.96,1.02407,1.06503,1.34199,0.87537,0.85119,0.92114,0.73586,0.83308,0.68427,1.12192,0.00015776,0.00015776,0.00015776
34,1960.55,0.99468,1.00795,1.33459,0.85826,0.87492,0.91648,0.70195,0.916,0.67672,1.15653,0.00015644,0.00015644,0.00015644
35,2017.57,0.98474,1.01215,1.32529,0.86699,0.84624,0.91135,0.74698,0.7504,0.71427,1.09823,0.00015512,0.00015512,0.00015512
36,2074.17,0.95363,0.98636,1.30078,0.86093,0.88042,0.92449,0.72292,0.86818,0.6404,1.12238,0.0001538,0.0001538,0.0001538
37,2131.34,0.98008,0.99372,1.32663,0.88157,0.85724,0.92443,0.73012,0.86068,0.64231,1.15818,0.00015248,0.00015248,0.00015248
38,2188.1,0.94739,0.96147,1.31009,0.89933,0.8316,0.91622,0.74295,0.77828,0.67953,1.10036,0.00015116,0.00015116,0.00015116
39,2245.21,0.97577,0.98004,1.32418,0.84084,0.87319,0.91728,0.70238,0.89221,0.69522,1.13175,0.00014984,0.00014984,0.00014984
40,2302.38,0.9552,0.95043,1.29457,0.88765,0.87318,0.93372,0.7546,0.76934,0.59752,1.0835,0.00014852,0.00014852,0.00014852
41,2359.73,0.95957,0.95515,1.30212,0.87989,0.85892,0.9275,0.73144,0.86025,0.63445,1.11783,0.0001472,0.0001472,0.0001472
42,2417.04,0.94136,0.94458,1.30127,0.87498,0.87136,0.9303,0.71947,0.87619,0.65287,1.14543,0.00014588,0.00014588,0.00014588
43,2474.14,0.94163,0.93291,1.30455,0.87321,0.88111,0.92664,0.74919,0.80681,0.63547,1.13184,0.00014456,0.00014456,0.00014456
44,2531.78,0.94728,0.94606,1.30331,0.89151,0.84117,0.9257,0.73735,0.81509,0.65702,1.10567,0.00014324,0.00014324,0.00014324
45,2589.17,0.94842,0.92793,1.30375,0.87146,0.87974,0.92612,0.73457,0.8398,0.63763,1.11793,0.00014192,0.00014192,0.00014192
46,2646.96,0.93578,0.89769,1.28467,0.87703,0.88267,0.93002,0.76129,0.74841,0.61332,1.07784,0.0001406,0.0001406,0.0001406
47,2706.65,0.92212,0.90413,1.28725,0.86649,0.8975,0.9321,0.74417,0.83117,0.59399,1.12584,0.00013928,0.00013928,0.00013928
48,2764.62,0.91715,0.87119,1.27321,0.87868,0.88478,0.93648,0.75623,0.77206,0.58368,1.10439,0.00013796,0.00013796,0.00013796
49,2821.95,0.91195,0.89844,1.27775,0.87494,0.90817,0.94063,0.77583,0.7161,0.56361,1.07512,0.00013664,0.00013664,0.00013664
50,2879.25,0.91899,0.89238,1.27534,0.86638,0.89988,0.93477,0.77268,0.73394,0.57049,1.0837,0.00013532,0.00013532,0.00013532
51,2936.6,0.90583,0.87426,1.26635,0.88469,0.86089,0.92873,0.76904,0.70322,0.60188,1.07666,0.000134,0.000134,0.000134
52,2993.32,0.92481,0.87281,1.27905,0.89038,0.88853,0.93707,0.77344,0.73796,0.59354,1.09215,0.00013268,0.00013268,0.00013268
53,3050.8,0.90873,0.86123,1.26565,0.86292,0.87507,0.9199,0.75309,0.75396,0.62176,1.08694,0.00013136,0.00013136,0.00013136
54,3107.72,0.90849,0.8908,1.27636,0.85561,0.90353,0.93879,0.76225,0.78215,0.60443,1.09527,0.00013004,0.00013004,0.00013004
55,3164.96,0.89037,0.86788,1.25754,0.88575,0.86451,0.93032,0.76642,0.71247,0.58249,1.05955,0.00012872,0.00012872,0.00012872
56,3221.86,0.88248,0.84504,1.25343,0.86502,0.89774,0.93761,0.77819,0.69725,0.57772,1.05806,0.0001274,0.0001274,0.0001274
57,3279.66,0.87469,0.80916,1.23957,0.87588,0.91737,0.93755,0.76589,0.76116,0.57187,1.07935,0.00012608,0.00012608,0.00012608
58,3336.29,0.89221,0.85176,1.2713,0.88392,0.8989,0.93425,0.78637,0.67842,0.57709,1.05083,0.00012476,0.00012476,0.00012476
59,3393.4,0.89143,0.8431,1.25995,0.89283,0.89682,0.943,0.79166,0.65441,0.52423,1.05157,0.00012344,0.00012344,0.00012344
60,3451.56,0.86232,0.81971,1.24309,0.84958,0.92722,0.94399,0.76645,0.762,0.53316,1.10735,0.00012212,0.00012212,0.00012212
61,3508.52,0.85632,0.79473,1.24145,0.89386,0.88861,0.94536,0.77564,0.72789,0.54736,1.06327,0.0001208,0.0001208,0.0001208
62,3565.94,0.85994,0.79925,1.23593,0.88633,0.89676,0.9382,0.77386,0.71703,0.53813,1.08345,0.00011948,0.00011948,0.00011948
63,3622.73,0.85215,0.8049,1.22412,0.88686,0.89983,0.94374,0.77761,0.73688,0.53827,1.06601,0.00011816,0.00011816,0.00011816
64,3680.06,0.86496,0.8103,1.24393,0.91014,0.88001,0.94779,0.78139,0.70313,0.54107,1.07921,0.00011684,0.00011684,0.00011684
65,3737.12,0.85368,0.77966,1.23043,0.91215,0.88667,0.9466,0.79006,0.69963,0.52386,1.0517,0.00011552,0.00011552,0.00011552
66,3794.29,0.86367,0.80413,1.24418,0.89847,0.88502,0.92675,0.7545,0.75994,0.56289,1.08558,0.0001142,0.0001142,0.0001142
67,3851.24,0.86672,0.81799,1.24661,0.911,0.89921,0.94805,0.78946,0.69573,0.5179,1.06079,0.00011288,0.00011288,0.00011288
68,3908.78,0.82689,0.77659,1.21819,0.91335,0.88932,0.95103,0.78386,0.72155,0.52461,1.06513,0.00011156,0.00011156,0.00011156
69,3966.29,0.85245,0.80279,1.2424,0.868,0.92785,0.94847,0.7909,0.68891,0.51126,1.07078,0.00011024,0.00011024,0.00011024
70,4023.23,0.84451,0.7802,1.23719,0.9134,0.9042,0.94693,0.78788,0.70008,0.50811,1.06054,0.00010892,0.00010892,0.00010892
71,4080.24,0.82783,0.77327,1.223,0.90924,0.90408,0.95565,0.7982,0.71697,0.51105,1.07152,0.0001076,0.0001076,0.0001076
72,4137.67,0.81444,0.75334,1.20493,0.90548,0.90018,0.95147,0.80051,0.67133,0.51313,1.06389,0.00010628,0.00010628,0.00010628
73,4199.28,0.84517,0.78262,1.23098,0.90671,0.89222,0.95425,0.79637,0.65401,0.49497,1.05427,0.00010496,0.00010496,0.00010496
74,4256.24,0.82792,0.7752,1.22088,0.87872,0.92055,0.95446,0.80038,0.66721,0.51236,1.03523,0.00010364,0.00010364,0.00010364
75,4313.69,0.81783,0.75108,1.20975,0.89567,0.92092,0.95194,0.79927,0.66917,0.49292,1.03689,0.00010232,0.00010232,0.00010232
76,4370.53,0.80949,0.72539,1.2005,0.87878,0.93666,0.9508,0.80617,0.63656,0.49557,1.03591,0.000101,0.000101,0.000101
77,4428.27,0.80131,0.73556,1.19812,0.91261,0.91111,0.94941,0.80153,0.66259,0.46911,1.0506,9.968e-05,9.968e-05,9.968e-05
78,4485.24,0.82245,0.75994,1.21285,0.91392,0.90023,0.94469,0.79854,0.64406,0.48607,1.03244,9.836e-05,9.836e-05,9.836e-05
79,4542.1,0.82265,0.75477,1.21072,0.91304,0.89539,0.9451,0.80307,0.63423,0.49745,1.01415,9.704e-05,9.704e-05,9.704e-05
80,4599.42,0.80552,0.72704,1.19885,0.90145,0.91968,0.94716,0.80736,0.62692,0.48986,1.02946,9.572e-05,9.572e-05,9.572e-05
81,4656.49,0.80533,0.73035,1.20869,0.92488,0.90149,0.94262,0.80132,0.65137,0.48514,1.02988,9.44e-05,9.44e-05,9.44e-05
82,4713.44,0.80045,0.72978,1.20106,0.89989,0.90675,0.94845,0.80692,0.6457,0.51289,1.02671,9.308e-05,9.308e-05,9.308e-05
83,4770.09,0.78281,0.69316,1.18753,0.90859,0.90577,0.94727,0.80466,0.65053,0.49584,1.0188,9.176e-05,9.176e-05,9.176e-05
84,4827.59,0.79927,0.73107,1.20268,0.90625,0.90036,0.9486,0.80898,0.63533,0.49949,1.02207,9.044e-05,9.044e-05,9.044e-05
85,4884.78,0.79387,0.72546,1.19018,0.89693,0.92598,0.95415,0.80391,0.66479,0.48015,1.03204,8.912e-05,8.912e-05,8.912e-05
86,4941.72,0.76686,0.69853,1.17365,0.9097,0.91471,0.94723,0.80306,0.65321,0.52452,1.03843,8.78e-05,8.78e-05,8.78e-05
87,4998.58,0.77764,0.69452,1.18862,0.90438,0.911,0.94771,0.80155,0.65152,0.50436,1.04544,8.648e-05,8.648e-05,8.648e-05
88,5056.71,0.77387,0.68474,1.19343,0.91143,0.88354,0.94055,0.79651,0.63225,0.50146,1.04887,8.516e-05,8.516e-05,8.516e-05
89,5114.14,0.78726,0.69239,1.19752,0.92657,0.90457,0.9506,0.80876,0.64124,0.4598,1.05644,8.384e-05,8.384e-05,8.384e-05
90,5171.57,0.78075,0.68627,1.18379,0.89925,0.90455,0.94845,0.80741,0.62803,0.48622,1.03817,8.252e-05,8.252e-05,8.252e-05
91,5229.22,0.74153,0.65564,1.15307,0.90455,0.91423,0.94394,0.80269,0.62732,0.48811,1.02095,8.12e-05,8.12e-05,8.12e-05
92,5286.49,0.76882,0.67352,1.1773,0.9091,0.90778,0.94607,0.79448,0.6595,0.47424,1.00854,7.988e-05,7.988e-05,7.988e-05
93,5344.04,0.77246,0.68472,1.17735,0.9009,0.9082,0.94421,0.79269,0.68985,0.50095,1.04044,7.856e-05,7.856e-05,7.856e-05
94,5402.26,0.76935,0.68576,1.18846,0.89956,0.91687,0.95005,0.80476,0.64707,0.47695,1.02249,7.724e-05,7.724e-05,7.724e-05
95,5459.43,0.75575,0.68618,1.17858,0.89709,0.92806,0.95217,0.79928,0.67896,0.48269,1.03852,7.592e-05,7.592e-05,7.592e-05
96,5515.85,0.7511,0.66698,1.16048,0.88618,0.90865,0.93978,0.80327,0.64604,0.49197,1.02217,7.46e-05,7.46e-05,7.46e-05
97,5573.36,0.75801,0.6672,1.1687,0.89683,0.92277,0.95065,0.81041,0.63014,0.45911,1.0182,7.328e-05,7.328e-05,7.328e-05
98,5630.54,0.75945,0.67961,1.17207,0.91303,0.90235,0.94977,0.80177,0.67454,0.47207,1.03606,7.196e-05,7.196e-05,7.196e-05
99,5687.13,0.74587,0.67024,1.16784,0.91341,0.91323,0.94857,0.80899,0.62726,0.4617,1.02085,7.064e-05,7.064e-05,7.064e-05
100,5744.29,0.73944,0.65714,1.15596,0.9206,0.91024,0.94755,0.81361,0.63044,0.44737,1.03596,6.932e-05,6.932e-05,6.932e-05
101,5801.5,0.73544,0.64785,1.1508,0.90528,0.92745,0.95044,0.79229,0.70077,0.48069,1.05844,6.8e-05,6.8e-05,6.8e-05
102,5858.29,0.74354,0.64311,1.16168,0.91716,0.92037,0.95392,0.81119,0.65734,0.44566,1.02941,6.668e-05,6.668e-05,6.668e-05
103,5914.97,0.72823,0.62998,1.14837,0.91157,0.90665,0.9537,0.81199,0.62919,0.45567,1.02413,6.536e-05,6.536e-05,6.536e-05
104,5971.89,0.7405,0.63574,1.16172,0.91263,0.91722,0.95469,0.80469,0.66593,0.4526,1.04874,6.404e-05,6.404e-05,6.404e-05
105,6028.82,0.73228,0.63623,1.14757,0.90036,0.93754,0.9541,0.81003,0.66107,0.44002,1.0468,6.272e-05,6.272e-05,6.272e-05
106,6086.01,0.73032,0.63576,1.16101,0.92836,0.91318,0.95682,0.8075,0.64531,0.43114,1.03588,6.14e-05,6.14e-05,6.14e-05
107,6142.96,0.72019,0.616,1.14328,0.91489,0.9329,0.96002,0.81284,0.6462,0.4371,1.0362,6.008e-05,6.008e-05,6.008e-05
108,6200.51,0.74065,0.62743,1.16098,0.93176,0.90911,0.96118,0.82029,0.61686,0.43072,1.04389,5.876e-05,5.876e-05,5.876e-05
109,6258.01,0.70385,0.60575,1.14077,0.90312,0.94179,0.96225,0.82015,0.62657,0.41962,1.03903,5.744e-05,5.744e-05,5.744e-05
110,6314.91,0.71284,0.6394,1.15129,0.92282,0.91904,0.95916,0.81339,0.64406,0.44384,1.03377,5.612e-05,5.612e-05,5.612e-05
111,6371.95,0.71944,0.61835,1.15639,0.93238,0.91139,0.96251,0.81835,0.64696,0.43443,1.01486,5.48e-05,5.48e-05,5.48e-05
112,6428.75,0.71075,0.59899,1.13602,0.907,0.92023,0.95572,0.81326,0.63746,0.44705,1.01486,5.348e-05,5.348e-05,5.348e-05
113,6485.98,0.69567,0.59596,1.13371,0.91921,0.9002,0.95775,0.81604,0.64038,0.45834,1.01674,5.216e-05,5.216e-05,5.216e-05
114,6542.74,0.72727,0.61428,1.15678,0.90736,0.91483,0.95241,0.8088,0.63938,0.45751,1.0214,5.084e-05,5.084e-05,5.084e-05
115,6599.9,0.69425,0.58839,1.13082,0.91626,0.91321,0.95398,0.80683,0.63714,0.46045,1.02308,4.952e-05,4.952e-05,4.952e-05
116,6656.48,0.69639,0.5932,1.1247,0.91549,0.92088,0.95786,0.81461,0.64202,0.45001,1.0232,4.82e-05,4.82e-05,4.82e-05
117,6712.91,0.6808,0.57469,1.11769,0.916,0.92336,0.95282,0.81143,0.6205,0.44712,1.02797,4.688e-05,4.688e-05,4.688e-05
118,6769.93,0.69549,0.58963,1.13866,0.91951,0.91649,0.957,0.81497,0.61904,0.44369,1.01655,4.556e-05,4.556e-05,4.556e-05
119,6826.59,0.69203,0.60172,1.13379,0.92195,0.91775,0.96014,0.82109,0.63081,0.44746,1.01112,4.424e-05,4.424e-05,4.424e-05
120,6883.99,0.69427,0.59216,1.12647,0.91564,0.91522,0.95336,0.8103,0.62729,0.44858,1.00532,4.292e-05,4.292e-05,4.292e-05
121,6940.53,0.68813,0.58218,1.12416,0.91011,0.93325,0.96008,0.82802,0.60527,0.43829,1.00739,4.16e-05,4.16e-05,4.16e-05
122,6998.11,0.68504,0.59946,1.12634,0.91046,0.92553,0.95728,0.82926,0.59665,0.42883,1.01367,4.028e-05,4.028e-05,4.028e-05
123,7060.89,0.68441,0.59967,1.12212,0.91629,0.91881,0.95757,0.82617,0.60706,0.42824,1.01216,3.896e-05,3.896e-05,3.896e-05
124,7117.78,0.68897,0.58629,1.12631,0.91064,0.93295,0.95835,0.81996,0.62221,0.43184,1.01748,3.764e-05,3.764e-05,3.764e-05
125,7174.42,0.68802,0.59087,1.12657,0.91712,0.9272,0.95598,0.81922,0.63097,0.44145,1.03146,3.632e-05,3.632e-05,3.632e-05
126,7231.56,0.67028,0.57179,1.12177,0.90543,0.92585,0.95417,0.82017,0.61516,0.4476,1.02291,3.5e-05,3.5e-05,3.5e-05
127,7289.14,0.66566,0.56705,1.11381,0.90452,0.92633,0.95967,0.8251,0.60378,0.43521,1.02091,3.368e-05,3.368e-05,3.368e-05
128,7346.28,0.65753,0.5463,1.11211,0.90723,0.9216,0.96083,0.82797,0.60575,0.44015,1.02206,3.236e-05,3.236e-05,3.236e-05
129,7403.83,0.65841,0.56646,1.1057,0.89956,0.92483,0.95912,0.82492,0.60693,0.44338,1.01077,3.104e-05,3.104e-05,3.104e-05
130,7460.61,0.67563,0.5665,1.12477,0.90916,0.92532,0.95944,0.82638,0.60374,0.43071,1.01285,2.972e-05,2.972e-05,2.972e-05
131,7518.04,0.66697,0.58219,1.12097,0.91623,0.93174,0.9578,0.82471,0.60317,0.44091,1.02436,2.84e-05,2.84e-05,2.84e-05
132,7574.98,0.66825,0.585,1.11979,0.91259,0.93171,0.95812,0.82475,0.60747,0.43777,1.02547,2.708e-05,2.708e-05,2.708e-05
133,7632.21,0.65441,0.54386,1.10847,0.91727,0.91943,0.95702,0.82628,0.60664,0.43091,1.02801,2.576e-05,2.576e-05,2.576e-05
134,7688.88,0.65678,0.55192,1.11097,0.92837,0.91971,0.95714,0.82327,0.61126,0.42543,1.02796,2.444e-05,2.444e-05,2.444e-05
135,7745.52,0.65236,0.5372,1.10284,0.91887,0.92331,0.96169,0.82852,0.60474,0.42851,1.02209,2.312e-05,2.312e-05,2.312e-05
136,7802.72,0.65713,0.54391,1.11469,0.93216,0.91294,0.96398,0.82917,0.6078,0.42719,1.02712,2.18e-05,2.18e-05,2.18e-05
137,7859.89,0.64394,0.56902,1.10736,0.91961,0.9217,0.96323,0.82944,0.60804,0.43488,1.02623,2.048e-05,2.048e-05,2.048e-05
138,7917.35,0.6376,0.52834,1.09428,0.92331,0.91146,0.95971,0.82295,0.60354,0.447,1.02452,1.916e-05,1.916e-05,1.916e-05
139,7974.07,0.61899,0.52611,1.08438,0.91264,0.91314,0.95688,0.81982,0.60625,0.45116,1.02379,1.784e-05,1.784e-05,1.784e-05
140,8032.36,0.65438,0.54935,1.11318,0.90548,0.91666,0.95662,0.82444,0.60225,0.44592,1.01863,1.652e-05,1.652e-05,1.652e-05
141,8089.92,0.46401,0.27618,0.97507,0.90712,0.9079,0.95242,0.814,0.60975,0.45263,1.04063,1.52e-05,1.52e-05,1.52e-05
142,8146.92,0.43327,0.24717,0.95445,0.91493,0.91397,0.9516,0.81534,0.60378,0.45431,1.04068,1.388e-05,1.388e-05,1.388e-05
143,8203.24,0.43459,0.25162,0.95774,0.91613,0.91542,0.95395,0.81706,0.61192,0.45831,1.04216,1.256e-05,1.256e-05,1.256e-05
144,8259.67,0.42808,0.24046,0.95406,0.91595,0.91071,0.95514,0.8176,0.61381,0.46236,1.0445,1.124e-05,1.124e-05,1.124e-05
145,8316.55,0.42065,0.23839,0.94341,0.9285,0.89928,0.95259,0.81559,0.61936,0.46443,1.04397,9.92e-06,9.92e-06,9.92e-06
146,8372.91,0.4145,0.22802,0.94157,0.92065,0.90996,0.95034,0.81258,0.61483,0.46269,1.04592,8.6e-06,8.6e-06,8.6e-06
147,8429.53,0.41654,0.22714,0.94237,0.9162,0.91444,0.95428,0.8157,0.61565,0.45844,1.04759,7.28e-06,7.28e-06,7.28e-06
148,8485.85,0.4163,0.2372,0.9423,0.92065,0.90918,0.9546,0.81838,0.61049,0.45915,1.04574,5.96e-06,5.96e-06,5.96e-06
149,8542.26,0.4059,0.23249,0.93007,0.92265,0.9046,0.95613,0.82045,0.60434,0.45799,1.04114,4.64e-06,4.64e-06,4.64e-06
150,8598.68,0.41302,0.23629,0.94587,0.92196,0.90475,0.95565,0.81924,0.60384,0.4589,1.04096,3.32e-06,3.32e-06,3.32e-06
